Crime_ID,FIR_Date,FIR_Time,State,District,Police_Station,Crime_Category,Crime_Subcategory,Severity,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Weapon_Used,Arrest_Status,Case_Status,Latitude,Longitude,Estimated_Loss_INR,Crime_Description
CR202301076,2025-08-17,16:13,Tamil Nadu,Coimbatore,Coimbatore Police Station,Kidnapping,Abduction,Low,25,Male,31,Female,Stick,Arrested,Closed,24.8026,86.3846,480586,Abduction reported in Coimbatore.
CR202301077,2023-10-21,13:52,Bihar,Patna,Patna Police Station,Kidnapping,Abduction,Medium,66,Male,52,Male,Firearm,Not Arrested,Under Investigation,29.7461,71.2642,111734,Abduction reported in Patna.
CR202301078,2025-12-05,01:31,Tamil Nadu,Madurai,Madurai Police Station,Burglary,House Break-in,Low,68,Female,30,Male,Stick,Not Arrested,Under Investigation,23.9991,85.1168,197690,House Break-in reported in Madurai.
CR202301079,2023-10-05,16:00,Odisha,Cuttack,Cuttack Police Station,Domestic Violence,Domestic Abuse,Low,22,Female,39,Female,Knife,Not Arrested,Closed,26.7312,95.4134,181564,Domestic Abuse reported in Cuttack.
CR202301080,2025-04-02,01:08,Delhi,New Delhi,New Delhi Police Station,Vandalism,Property Damage,Low,18,Male,48,Male,,Not Arrested,Chargesheet Filed,21.5398,91.8069,294526,Property Damage reported in New Delhi.
CR202301081,2025-10-27,03:06,Haryana,Faridabad,Faridabad Police Station,Assault,Physical Assault,Low,55,Male,26,Female,Firearm,Arrested,Closed,28.5184,89.9564,71476,Physical Assault reported in Faridabad.
CR202301082,2023-07-02,20:53,Rajasthan,Jaipur,Jaipur Police Station,Theft,Vehicle Theft,Low,33,Male,27,Male,Stick,Not Arrested,Closed,18.1824,92.7335,351997,Vehicle Theft reported in Jaipur.
CR202301083,2024-03-20,14:16,Tamil Nadu,Coimbatore,Coimbatore Police Station,Sexual Harassment,Harassment,Medium,46,Male,27,Male,Firearm,Arrested,Under Investigation,18.1695,95.9979,330043,Harassment reported in Coimbatore.
CR202301084,2022-11-26,15:03,Delhi,New Delhi,New Delhi Police Station,Kidnapping,Abduction,Low,54,Female,40,Female,Knife,Not Arrested,Under Investigation,13.3266,94.4602,423510,Abduction reported in New Delhi.
CR202301085,2023-01-27,17:39,Bihar,Gaya,Gaya Police Station,Murder,Homicide,High,35,Female,23,Female,,Not Arrested,Under Investigation,23.8638,93.8568,90827,Homicide reported in Gaya.
CR202301086,2023-05-25,18:42,Madhya Pradesh,Indore,Indore Police Station,Vandalism,Property Damage,Medium,21,Male,31,Female,,Arrested,Under Investigation,34.7784,82.7249,459089,Property Damage reported in Indore.
CR202301087,2024-06-13,22:00,Telangana,Warangal,Warangal Police Station,Vandalism,Property Damage,Low,56,Female,59,Male,Firearm,Not Arrested,Closed,10.4128,74.0183,460487,Property Damage reported in Warangal.
CR202301088,2022-05-27,09:48,Gujarat,Surat,Surat Police Station,Kidnapping,Abduction,High,56,Female,25,Female,Firearm,Not Arrested,Chargesheet Filed,26.0267,69.2472,451804,Abduction reported in Surat.
CR202301089,2025-09-17,02:22,Karnataka,Mysuru,Mysuru Police Station,Assault,Physical Assault,Low,58,Male,36,Male,Firearm,Arrested,Under Investigation,31.5802,77.9866,134199,Physical Assault reported in Mysuru.
CR202301090,2024-03-09,21:57,Maharashtra,Mumbai,Mumbai Police Station,Cyber Crime,Phishing,High,24,Male,58,Male,Stick,Arrested,Closed,15.0244,71.2954,12929,Phishing reported in Mumbai.
CR202301091,2024-04-29,09:35,Tamil Nadu,Coimbatore,Coimbatore Police Station,Vandalism,Property Damage,Medium,46,Male,27,Female,Firearm,Not Arrested,Chargesheet Filed,32.5402,78.1719,79281,Property Damage reported in Coimbatore.
CR202301092,2022-10-20,01:25,Bihar,Gaya,Gaya Police Station,Cyber Crime,Phishing,High,58,Male,24,Female,Knife,Arrested,Chargesheet Filed,33.6682,87.5458,220499,Phishing reported in Gaya.
CR202301093,2025-12-04,13:50,Punjab,Amritsar,Amritsar Police Station,Burglary,House Break-in,High,59,Female,40,Female,Knife,Not Arrested,Under Investigation,23.7695,77.755,321573,House Break-in reported in Amritsar.
CR202301094,2025-05-17,19:48,Maharashtra,Pune,Pune Police Station,Burglary,House Break-in,Low,52,Male,65,Female,,Not Arrested,Under Investigation,26.0344,91.5882,475189,House Break-in reported in Pune.
CR202301095,2023-04-03,06:12,Telangana,Hyderabad,Hyderabad Police Station,Fraud,Online Fraud,Medium,33,Female,57,Male,Knife,Not Arrested,Under Investigation,29.4143,93.0978,75595,Online Fraud reported in Hyderabad.
CR202301096,2025-09-13,00:02,Karnataka,Mangaluru,Mangaluru Police Station,Missing Person,Missing Adult,High,57,Male,39,Female,Knife,Arrested,Closed,8.4048,79.0727,190001,Missing Adult reported in Mangaluru.
CR202301097,2022-11-24,13:59,Rajasthan,Jodhpur,Jodhpur Police Station,Theft,Vehicle Theft,Low,69,Male,46,Female,Knife,Not Arrested,Chargesheet Filed,33.69,86.5556,393632,Vehicle Theft reported in Jodhpur.
CR202301098,2024-07-25,12:38,Gujarat,Vadodara,Vadodara Police Station,Burglary,House Break-in,High,67,Female,27,Female,Stick,Not Arrested,Closed,22.4181,69.4907,422406,House Break-in reported in Vadodara.
CR202301099,2022-05-29,15:28,Delhi,New Delhi,New Delhi Police Station,Theft,Vehicle Theft,Medium,49,Male,22,Male,Stick,Arrested,Closed,18.485,93.9376,130941,Vehicle Theft reported in New Delhi.
CR202301100,2025-11-06,03:55,Bihar,Patna,Patna Police Station,Murder,Homicide,High,64,Female,36,Male,Stick,Arrested,Closed,27.5433,68.4086,428307,Homicide reported in Patna.
CR202301101,2025-11-19,11:50,Karnataka,Mangaluru,Mangaluru Police Station,Fraud,Online Fraud,Medium,52,Male,64,Male,,Not Arrested,Closed,8.3621,87.9954,493212,Online Fraud reported in Mangaluru.
CR202301102,2022-04-29,21:13,Tamil Nadu,Chennai,Chennai Police Station,Missing Person,Missing Adult,Low,56,Female,20,Male,Stick,Not Arrested,Chargesheet Filed,16.4784,91.6371,464481,Missing Adult reported in Chennai.
CR202301103,2022-11-09,01:22,Gujarat,Ahmedabad,Ahmedabad Police Station,Missing Person,Missing Adult,Low,28,Male,37,Female,Firearm,Arrested,Chargesheet Filed,18.0392,89.2684,430380,Missing Adult reported in Ahmedabad.
CR202301104,2024-05-16,12:29,Tamil Nadu,Chennai,Chennai Police Station,Missing Person,Missing Adult,Low,61,Female,31,Male,,Arrested,Closed,22.1191,95.4193,372175,Missing Adult reported in Chennai.
CR202301105,2023-05-28,13:02,Uttar Pradesh,Kanpur,Kanpur Police Station,Burglary,House Break-in,Low,19,Female,52,Male,,Not Arrested,Closed,10.7461,68.6348,421338,House Break-in reported in Kanpur.
CR202301106,2022-01-07,20:06,Haryana,Gurugram,Gurugram Police Station,Chain Snatching,Snatching,High,60,Female,52,Male,Stick,Arrested,Under Investigation,22.1314,93.2786,45521,Snatching reported in Gurugram.
CR202301107,2024-07-28,02:14,Rajasthan,Jaipur,Jaipur Police Station,Drug Offence,Drug Possession,Medium,67,Male,56,Female,Knife,Arrested,Under Investigation,33.0146,87.7297,307480,Drug Possession reported in Jaipur.
CR202301108,2025-05-31,06:25,Maharashtra,Pune,Pune Police Station,Robbery,Armed Robbery,Low,19,Male,36,Female,Firearm,Arrested,Closed,23.454,93.4012,22282,Armed Robbery reported in Pune.
CR202301109,2023-03-17,22:20,Kerala,Kochi,Kochi Police Station,Drug Offence,Drug Possession,High,43,Female,63,Male,,Not Arrested,Under Investigation,21.7525,78.8954,434388,Drug Possession reported in Kochi.
CR202301110,2024-01-15,14:45,West Bengal,Siliguri,Siliguri Police Station,Domestic Violence,Domestic Abuse,Medium,51,Male,50,Female,Firearm,Not Arrested,Chargesheet Filed,19.1638,94.3272,368211,Domestic Abuse reported in Siliguri.
CR202301111,2022-09-02,13:11,Karnataka,Mangaluru,Mangaluru Police Station,Vandalism,Property Damage,High,70,Male,65,Male,Firearm,Arrested,Under Investigation,30.3594,87.7977,433546,Property Damage reported in Mangaluru.
CR202301112,2024-10-06,19:03,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Cyber Crime,Phishing,Medium,32,Female,20,Female,,Not Arrested,Closed,21.5945,93.423,331031,Phishing reported in Thiruvananthapuram.
CR202301113,2023-05-24,09:06,Maharashtra,Mumbai,Mumbai Police Station,Vandalism,Property Damage,Medium,28,Female,27,Male,,Not Arrested,Closed,34.2132,85.9021,489115,Property Damage reported in Mumbai.
CR202301114,2024-11-29,19:30,Madhya Pradesh,Indore,Indore Police Station,Vandalism,Property Damage,High,41,Female,42,Male,,Not Arrested,Under Investigation,28.0176,79.7261,81941,Property Damage reported in Indore.
CR202301115,2023-03-13,13:53,Haryana,Faridabad,Faridabad Police Station,Cyber Crime,Phishing,High,51,Female,57,Male,Stick,Arrested,Under Investigation,14.9982,77.9829,144890,Phishing reported in Faridabad.
CR202301116,2022-11-21,22:23,Karnataka,Mangaluru,Mangaluru Police Station,Chain Snatching,Snatching,Medium,49,Male,65,Male,Stick,Not Arrested,Under Investigation,18.5812,71.6803,260747,Snatching reported in Mangaluru.
CR202301117,2022-12-23,08:00,Karnataka,Mysuru,Mysuru Police Station,Drug Offence,Drug Possession,Low,66,Male,62,Female,Firearm,Arrested,Under Investigation,9.5454,89.8617,484892,Drug Possession reported in Mysuru.
CR202301118,2024-06-05,03:23,West Bengal,Kolkata,Kolkata Police Station,Drug Offence,Drug Possession,High,36,Female,39,Male,,Arrested,Closed,14.7411,94.0394,79135,Drug Possession reported in Kolkata.
CR202301119,2022-08-10,01:56,West Bengal,Kolkata,Kolkata Police Station,Kidnapping,Abduction,Low,50,Female,43,Male,Knife,Not Arrested,Closed,21.8363,78.0783,254530,Abduction reported in Kolkata.
CR202301120,2024-04-13,17:08,West Bengal,Kolkata,Kolkata Police Station,Murder,Homicide,High,57,Male,50,Male,Firearm,Arrested,Under Investigation,29.487,74.2856,352640,Homicide reported in Kolkata.
CR202301121,2024-08-06,01:34,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Robbery,Armed Robbery,Medium,47,Male,62,Male,Firearm,Not Arrested,Chargesheet Filed,26.9771,86.6599,300349,Armed Robbery reported in Thiruvananthapuram.
CR202301122,2022-07-05,03:57,Delhi,New Delhi,New Delhi Police Station,Missing Person,Missing Adult,High,60,Male,61,Female,Firearm,Arrested,Under Investigation,16.2124,77.2604,234900,Missing Adult reported in New Delhi.
CR202301123,2022-12-08,06:19,West Bengal,Kolkata,Kolkata Police Station,Kidnapping,Abduction,Medium,42,Female,43,Female,Knife,Not Arrested,Chargesheet Filed,24.8678,88.9184,64919,Abduction reported in Kolkata.
CR202301124,2024-02-01,17:48,Karnataka,Mysuru,Mysuru Police Station,Assault,Physical Assault,Low,56,Male,54,Male,,Not Arrested,Chargesheet Filed,15.8155,92.396,474477,Physical Assault reported in Mysuru.
CR202301125,2023-11-18,23:06,Madhya Pradesh,Indore,Indore Police Station,Missing Person,Missing Adult,High,69,Male,64,Female,Firearm,Not Arrested,Closed,22.5608,70.767,320970,Missing Adult reported in Indore.
CR202301126,2022-12-15,15:18,Maharashtra,Pune,Pune Police Station,Theft,Vehicle Theft,Medium,49,Female,57,Male,Firearm,Not Arrested,Chargesheet Filed,29.7692,73.7799,466903,Vehicle Theft reported in Pune.
CR202301127,2025-12-27,02:40,Bihar,Patna,Patna Police Station,Kidnapping,Abduction,Medium,24,Male,35,Female,,Not Arrested,Closed,28.2712,74.0257,312065,Abduction reported in Patna.
CR202301128,2024-04-15,10:59,Punjab,Ludhiana,Ludhiana Police Station,Chain Snatching,Snatching,Low,55,Female,58,Male,Stick,Arrested,Chargesheet Filed,12.0624,92.7226,1324,Snatching reported in Ludhiana.
CR202301129,2023-12-06,11:44,Karnataka,Mysuru,Mysuru Police Station,Fraud,Online Fraud,High,58,Female,24,Male,Knife,Not Arrested,Under Investigation,30.4759,95.6504,109557,Online Fraud reported in Mysuru.
CR202301130,2024-03-05,05:09,Bihar,Patna,Patna Police Station,Murder,Homicide,High,19,Male,38,Male,Firearm,Arrested,Under Investigation,15.4078,77.8702,151170,Homicide reported in Patna.
CR202301131,2025-01-14,10:55,Delhi,New Delhi,New Delhi Police Station,Sexual Harassment,Harassment,High,54,Female,43,Female,Firearm,Arrested,Chargesheet Filed,31.2718,70.1839,406634,Harassment reported in New Delhi.
CR202301132,2025-10-27,03:34,Kerala,Kochi,Kochi Police Station,Assault,Physical Assault,Low,18,Female,23,Female,Stick,Not Arrested,Under Investigation,15.6233,78.5483,272959,Physical Assault reported in Kochi.
CR202301133,2025-07-06,03:10,Rajasthan,Jodhpur,Jodhpur Police Station,Chain Snatching,Snatching,Medium,69,Female,49,Female,Stick,Not Arrested,Closed,25.9614,78.8149,89118,Snatching reported in Jodhpur.
CR202301134,2025-05-28,00:35,Delhi,New Delhi,New Delhi Police Station,Robbery,Armed Robbery,Low,54,Male,62,Male,Knife,Not Arrested,Chargesheet Filed,25.4144,88.3491,183472,Armed Robbery reported in New Delhi.
CR202301135,2025-07-27,19:55,Kerala,Kochi,Kochi Police Station,Chain Snatching,Snatching,Low,65,Female,35,Female,Knife,Arrested,Closed,20.3913,68.1278,453442,Snatching reported in Kochi.
CR202301136,2023-04-06,11:09,West Bengal,Siliguri,Siliguri Police Station,Fraud,Online Fraud,Low,70,Female,25,Female,Stick,Not Arrested,Closed,19.0529,68.8262,227165,Online Fraud reported in Siliguri.
CR202301137,2023-03-04,01:11,Tamil Nadu,Coimbatore,Coimbatore Police Station,Theft,Vehicle Theft,Low,70,Male,56,Male,,Not Arrested,Under Investigation,9.2774,87.3019,426626,Vehicle Theft reported in Coimbatore.
CR202301138,2022-04-16,18:23,Tamil Nadu,Coimbatore,Coimbatore Police Station,Vandalism,Property Damage,Low,42,Female,31,Female,Firearm,Arrested,Closed,27.8704,88.5836,56511,Property Damage reported in Coimbatore.
CR202301139,2025-06-17,14:19,West Bengal,Siliguri,Siliguri Police Station,Domestic Violence,Domestic Abuse,Low,49,Male,26,Male,,Not Arrested,Closed,9.238,80.7772,316971,Domestic Abuse reported in Siliguri.
CR202301140,2025-12-01,06:09,Odisha,Bhubaneswar,Bhubaneswar Police Station,Drug Offence,Drug Possession,High,38,Male,28,Female,Knife,Not Arrested,Closed,25.3662,84.5336,145102,Drug Possession reported in Bhubaneswar.
CR202301141,2025-09-16,22:48,Gujarat,Ahmedabad,Ahmedabad Police Station,Drug Offence,Drug Possession,High,25,Male,32,Male,Firearm,Not Arrested,Under Investigation,20.5179,75.6868,244585,Drug Possession reported in Ahmedabad.
CR202301142,2024-07-21,17:24,Kerala,Kochi,Kochi Police Station,Chain Snatching,Snatching,High,21,Female,27,Female,Stick,Arrested,Closed,26.7371,73.1133,243334,Snatching reported in Kochi.
CR202301143,2024-12-28,04:32,Tamil Nadu,Madurai,Madurai Police Station,Chain Snatching,Snatching,Medium,59,Male,50,Male,Knife,Arrested,Chargesheet Filed,8.6186,84.4978,336652,Snatching reported in Madurai.
CR202301144,2022-02-11,02:01,Kerala,Kochi,Kochi Police Station,Chain Snatching,Snatching,Medium,35,Female,50,Male,Firearm,Not Arrested,Under Investigation,17.7436,74.3567,21554,Snatching reported in Kochi.
CR202301145,2023-08-24,16:07,Karnataka,Mysuru,Mysuru Police Station,Drug Offence,Drug Possession,High,69,Female,28,Female,Stick,Not Arrested,Chargesheet Filed,29.817,94.4619,214221,Drug Possession reported in Mysuru.
CR202301146,2023-02-11,03:43,Maharashtra,Pune,Pune Police Station,Assault,Physical Assault,Medium,70,Female,64,Female,,Not Arrested,Closed,30.9392,92.7681,331012,Physical Assault reported in Pune.
CR202301147,2022-12-02,16:42,Madhya Pradesh,Bhopal,Bhopal Police Station,Drug Offence,Drug Possession,Medium,28,Male,18,Female,Knife,Not Arrested,Chargesheet Filed,19.3229,77.7312,192005,Drug Possession reported in Bhopal.
CR202301148,2025-07-17,21:01,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Sexual Harassment,Harassment,Low,19,Female,29,Female,Stick,Not Arrested,Closed,8.5069,89.4549,451672,Harassment reported in Thiruvananthapuram.
CR202301149,2024-05-08,11:42,Maharashtra,Pune,Pune Police Station,Kidnapping,Abduction,High,54,Male,65,Female,Stick,Not Arrested,Under Investigation,10.1729,96.9067,183884,Abduction reported in Pune.
CR202301150,2023-06-27,16:27,Telangana,Hyderabad,Hyderabad Police Station,Assault,Physical Assault,Low,21,Male,52,Male,Stick,Not Arrested,Closed,32.8468,90.3451,158763,Physical Assault reported in Hyderabad.
CR202301151,2023-02-24,09:16,Tamil Nadu,Chennai,Chennai Police Station,Kidnapping,Abduction,Low,29,Female,23,Male,Knife,Not Arrested,Under Investigation,9.2565,88.1271,69540,Abduction reported in Chennai.
CR202301152,2025-02-20,12:48,Haryana,Gurugram,Gurugram Police Station,Murder,Homicide,Medium,35,Male,58,Male,Knife,Not Arrested,Under Investigation,20.4835,86.4014,27263,Homicide reported in Gurugram.
CR202301153,2023-09-23,18:15,Delhi,New Delhi,New Delhi Police Station,Kidnapping,Abduction,High,35,Male,65,Female,Stick,Arrested,Closed,10.1618,96.185,410715,Abduction reported in New Delhi.
CR202301154,2025-04-05,05:07,Karnataka,Bengaluru,Bengaluru Police Station,Chain Snatching,Snatching,Medium,51,Male,41,Female,Firearm,Arrested,Under Investigation,22.5224,88.027,388540,Snatching reported in Bengaluru.
CR202301155,2025-09-26,23:43,Haryana,Gurugram,Gurugram Police Station,Domestic Violence,Domestic Abuse,Low,35,Male,37,Male,Firearm,Arrested,Under Investigation,34.4002,86.2857,114148,Domestic Abuse reported in Gurugram.
CR202301156,2024-10-29,14:52,Gujarat,Ahmedabad,Ahmedabad Police Station,Assault,Physical Assault,High,60,Male,38,Female,,Arrested,Under Investigation,29.1515,83.0594,361984,Physical Assault reported in Ahmedabad.
CR202301157,2023-12-23,02:28,Madhya Pradesh,Bhopal,Bhopal Police Station,Murder,Homicide,High,47,Male,55,Female,Stick,Not Arrested,Under Investigation,12.0701,79.0922,18383,Homicide reported in Bhopal.
CR202301158,2022-07-18,13:15,West Bengal,Siliguri,Siliguri Police Station,Burglary,House Break-in,Medium,68,Male,24,Female,Firearm,Not Arrested,Closed,13.9844,91.0024,162259,House Break-in reported in Siliguri.
CR202301159,2024-12-08,04:35,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Chain Snatching,Snatching,High,68,Female,20,Male,Knife,Arrested,Closed,21.5081,90.3369,452860,Snatching reported in Thiruvananthapuram.
CR202301160,2022-07-14,00:25,Tamil Nadu,Coimbatore,Coimbatore Police Station,Domestic Violence,Domestic Abuse,High,50,Male,20,Male,,Not Arrested,Closed,16.7964,83.1453,462678,Domestic Abuse reported in Coimbatore.
CR202301161,2022-01-10,14:23,Gujarat,Surat,Surat Police Station,Kidnapping,Abduction,Medium,55,Male,30,Female,Stick,Not Arrested,Under Investigation,9.4487,72.6138,195014,Abduction reported in Surat.
CR202301162,2024-10-11,06:50,Odisha,Cuttack,Cuttack Police Station,Chain Snatching,Snatching,Medium,27,Female,51,Male,Stick,Arrested,Chargesheet Filed,32.4159,85.9013,460511,Snatching reported in Cuttack.
CR202301163,2023-12-04,23:10,Telangana,Warangal,Warangal Police Station,Fraud,Online Fraud,Low,54,Female,56,Female,,Arrested,Under Investigation,34.6898,77.9064,1724,Online Fraud reported in Warangal.
CR202301164,2024-03-15,04:13,Punjab,Amritsar,Amritsar Police Station,Cyber Crime,Phishing,Medium,21,Female,31,Male,,Not Arrested,Under Investigation,17.2861,70.7443,107018,Phishing reported in Amritsar.
CR202301165,2022-07-08,12:05,Gujarat,Vadodara,Vadodara Police Station,Theft,Vehicle Theft,High,63,Male,41,Male,Stick,Arrested,Under Investigation,34.9009,76.997,104447,Vehicle Theft reported in Vadodara.
CR202301166,2025-08-15,21:48,Madhya Pradesh,Indore,Indore Police Station,Chain Snatching,Snatching,High,55,Male,54,Male,Stick,Not Arrested,Chargesheet Filed,29.3819,90.8376,458905,Snatching reported in Indore.
CR202301167,2025-04-18,14:51,Maharashtra,Pune,Pune Police Station,Domestic Violence,Domestic Abuse,Low,29,Male,40,Male,Stick,Arrested,Chargesheet Filed,29.5304,87.3624,236275,Domestic Abuse reported in Pune.
CR202301168,2022-07-05,18:36,Telangana,Warangal,Warangal Police Station,Burglary,House Break-in,Low,19,Female,56,Male,Stick,Not Arrested,Under Investigation,15.6405,87.1453,220624,House Break-in reported in Warangal.
CR202301169,2025-08-20,19:39,Punjab,Amritsar,Amritsar Police Station,Domestic Violence,Domestic Abuse,Low,64,Male,32,Female,Knife,Not Arrested,Closed,27.1681,86.5569,305625,Domestic Abuse reported in Amritsar.
CR202301170,2024-08-25,08:36,Bihar,Gaya,Gaya Police Station,Assault,Physical Assault,High,38,Female,27,Female,Knife,Not Arrested,Under Investigation,22.0465,78.2544,462100,Physical Assault reported in Gaya.
CR202301171,2024-08-23,02:34,Haryana,Gurugram,Gurugram Police Station,Chain Snatching,Snatching,Medium,24,Male,31,Male,Stick,Arrested,Under Investigation,32.9786,91.7176,236758,Snatching reported in Gurugram.
CR202301172,2023-04-27,13:46,Telangana,Warangal,Warangal Police Station,Sexual Harassment,Harassment,Medium,20,Male,61,Male,Firearm,Arrested,Chargesheet Filed,13.5358,69.1187,242821,Harassment reported in Warangal.
CR202301173,2022-07-29,22:22,Madhya Pradesh,Indore,Indore Police Station,Robbery,Armed Robbery,Low,62,Male,45,Male,,Not Arrested,Under Investigation,13.189,92.9342,95596,Armed Robbery reported in Indore.
CR202301174,2023-10-11,09:54,Karnataka,Mangaluru,Mangaluru Police Station,Fraud,Online Fraud,High,31,Male,35,Female,Stick,Arrested,Chargesheet Filed,11.7574,95.8628,263392,Online Fraud reported in Mangaluru.
CR202301175,2023-01-27,15:16,West Bengal,Siliguri,Siliguri Police Station,Cyber Crime,Phishing,Low,41,Female,43,Female,Stick,Arrested,Closed,32.8416,83.2946,295176,Phishing reported in Siliguri.
CR202301176,2025-05-07,14:14,Uttar Pradesh,Lucknow,Lucknow Police Station,Kidnapping,Abduction,Low,60,Male,37,Male,Knife,Arrested,Chargesheet Filed,30.8814,90.1545,350038,Abduction reported in Lucknow.
CR202301177,2022-10-15,00:41,Bihar,Gaya,Gaya Police Station,Theft,Vehicle Theft,Medium,58,Female,40,Male,Firearm,Not Arrested,Chargesheet Filed,16.2949,77.6396,445437,Vehicle Theft reported in Gaya.
CR202301178,2025-05-23,12:25,Delhi,New Delhi,New Delhi Police Station,Fraud,Online Fraud,Medium,70,Female,56,Male,Knife,Arrested,Chargesheet Filed,13.2847,84.4022,106258,Online Fraud reported in New Delhi.
CR202301179,2022-05-13,18:59,Maharashtra,Nagpur,Nagpur Police Station,Burglary,House Break-in,High,36,Male,24,Male,,Not Arrested,Under Investigation,26.79,83.92,90452,House Break-in reported in Nagpur.
CR202301180,2023-02-25,07:27,Madhya Pradesh,Bhopal,Bhopal Police Station,Kidnapping,Abduction,Low,55,Male,23,Female,Stick,Not Arrested,Chargesheet Filed,31.2979,73.9784,67286,Abduction reported in Bhopal.
CR202301181,2022-02-16,19:26,Odisha,Cuttack,Cuttack Police Station,Assault,Physical Assault,High,62,Male,43,Male,Stick,Not Arrested,Chargesheet Filed,29.8717,92.2624,297390,Physical Assault reported in Cuttack.
CR202301182,2023-12-23,15:43,Punjab,Ludhiana,Ludhiana Police Station,Assault,Physical Assault,Low,33,Female,38,Male,Stick,Arrested,Chargesheet Filed,11.764,96.4471,216924,Physical Assault reported in Ludhiana.
CR202301183,2025-01-31,11:09,Odisha,Cuttack,Cuttack Police Station,Fraud,Online Fraud,High,21,Female,42,Female,Firearm,Arrested,Closed,29.4735,81.5102,334568,Online Fraud reported in Cuttack.
CR202301184,2022-11-06,14:38,Haryana,Gurugram,Gurugram Police Station,Chain Snatching,Snatching,Low,28,Male,31,Female,Firearm,Not Arrested,Closed,15.3738,79.7623,320863,Snatching reported in Gurugram.
CR202301185,2022-12-02,00:01,West Bengal,Kolkata,Kolkata Police Station,Sexual Harassment,Harassment,High,25,Female,59,Female,,Arrested,Chargesheet Filed,11.0782,88.5766,173625,Harassment reported in Kolkata.
CR202301186,2022-03-08,19:40,West Bengal,Kolkata,Kolkata Police Station,Missing Person,Missing Adult,High,29,Female,56,Male,Firearm,Not Arrested,Closed,21.2484,91.3532,332431,Missing Adult reported in Kolkata.
CR202301187,2023-09-02,07:19,Maharashtra,Pune,Pune Police Station,Kidnapping,Abduction,High,28,Male,33,Male,Stick,Arrested,Chargesheet Filed,14.3905,93.3098,364611,Abduction reported in Pune.
CR202301188,2025-06-09,07:40,Bihar,Gaya,Gaya Police Station,Cyber Crime,Phishing,Medium,52,Male,35,Female,,Not Arrested,Under Investigation,13.7054,96.8807,358918,Phishing reported in Gaya.
CR202301189,2025-06-07,18:44,Telangana,Hyderabad,Hyderabad Police Station,Burglary,House Break-in,Low,64,Male,27,Female,,Not Arrested,Chargesheet Filed,10.3315,94.8174,391461,House Break-in reported in Hyderabad.
CR202301190,2025-05-17,14:43,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Fraud,Online Fraud,Medium,62,Male,50,Female,,Not Arrested,Chargesheet Filed,9.1729,79.3781,18174,Online Fraud reported in Thiruvananthapuram.
CR202301191,2022-05-27,01:49,Punjab,Amritsar,Amritsar Police Station,Kidnapping,Abduction,High,33,Female,64,Female,Knife,Not Arrested,Under Investigation,16.5858,93.0479,234818,Abduction reported in Amritsar.
CR202301192,2025-01-07,08:07,Odisha,Bhubaneswar,Bhubaneswar Police Station,Chain Snatching,Snatching,Medium,23,Female,50,Female,Firearm,Arrested,Chargesheet Filed,19.1583,77.4524,308894,Snatching reported in Bhubaneswar.
CR202301193,2023-01-11,15:38,Tamil Nadu,Coimbatore,Coimbatore Police Station,Murder,Homicide,High,58,Female,60,Male,Knife,Not Arrested,Closed,27.7995,74.5593,272470,Homicide reported in Coimbatore.
CR202301194,2023-11-23,01:29,Telangana,Hyderabad,Hyderabad Police Station,Sexual Harassment,Harassment,High,42,Male,52,Male,Stick,Not Arrested,Under Investigation,27.6943,96.0457,129601,Harassment reported in Hyderabad.
CR202301195,2023-05-16,07:28,Odisha,Bhubaneswar,Bhubaneswar Police Station,Vandalism,Property Damage,High,57,Female,37,Female,Firearm,Arrested,Under Investigation,8.5116,76.135,495479,Property Damage reported in Bhubaneswar.
CR202301196,2022-11-02,12:24,Odisha,Cuttack,Cuttack Police Station,Fraud,Online Fraud,Low,31,Male,33,Female,Knife,Arrested,Under Investigation,26.4262,94.4535,243630,Online Fraud reported in Cuttack.
CR202301197,2024-12-23,11:16,Odisha,Bhubaneswar,Bhubaneswar Police Station,Robbery,Armed Robbery,High,64,Male,40,Female,,Not Arrested,Chargesheet Filed,11.7328,73.7908,77454,Armed Robbery reported in Bhubaneswar.
CR202301198,2024-10-05,07:49,Tamil Nadu,Madurai,Madurai Police Station,Vandalism,Property Damage,Low,62,Female,64,Male,Firearm,Not Arrested,Closed,22.7757,73.2169,490976,Property Damage reported in Madurai.
CR202301199,2022-01-29,03:36,Maharashtra,Mumbai,Mumbai Police Station,Kidnapping,Abduction,Medium,70,Male,64,Female,Firearm,Arrested,Under Investigation,13.8701,75.3626,250578,Abduction reported in Mumbai.
CR202301200,2024-06-11,21:08,Tamil Nadu,Chennai,Chennai Police Station,Missing Person,Missing Adult,Medium,24,Female,41,Male,Stick,Arrested,Chargesheet Filed,8.3375,84.1297,369655,Missing Adult reported in Chennai.
CR202301201,2025-09-26,09:49,Haryana,Faridabad,Faridabad Police Station,Domestic Violence,Domestic Abuse,Low,30,Female,64,Female,Firearm,Not Arrested,Under Investigation,13.1125,80.7411,485911,Domestic Abuse reported in Faridabad.
